author,published_at,updated_at,like_count,text
@adithya6223,2021-06-21T19:22:51Z,2021-06-21T19:22:51Z,0,Shikamaru  Itachi  Ramen guy  Obito  guy  Jiraiya  naruto  should be at first place
@Hrobmint,2021-06-20T21:31:46Z,2021-06-20T21:31:46Z,0,2021 JIGEEEN
@xthaxtff6895,2021-06-18T16:50:05Z,2021-06-18T16:50:05Z,0,Minito naimikaze
@rajath6716,2021-06-18T06:51:36Z,2021-06-18T06:51:36Z,0,i like kakashi and madara
@aymyetahmed3958,2021-06-15T07:37:08Z,2021-06-15T07:37:08Z,0,Who hates sakura give a like below
@strangeking2187,2021-06-14T11:06:40Z,2021-06-14T11:06:40Z,0,Jiraiya 
@spyertavalai7145,2021-06-12T21:20:08Z,2021-06-12T21:20:08Z,0,Dam rock lee is really underrated  He is my fav character 
@Its_GtG,2021-06-12T15:59:11Z,2021-06-12T15:59:11Z,3,009 Madara was searched at start  even tho there was no clue that Madara will come later or who Madara is still he was searched  True God Of Shinobi
@Gentleman130,2021-06-09T19:05:44Z,2021-06-09T19:05:44Z,0,I was hoping all the time that SasukeMadara or Itachi would be number 1
@gaminggod6605,2021-06-09T03:10:08Z,2021-06-09T03:10:08Z,1,Kakashi is always best
@mohaksinghtanwar6416,2021-06-07T17:44:17Z,2021-06-07T17:44:17Z,0,Itachi  Sasuke you dont have have enough swag
@Annie-ix6jq,2021-06-06T01:42:20Z,2021-06-06T01:42:20Z,1,Thx for uppering Sasuke So i will sub u youtuber At least is not first at all
@yogeshwarsomkuwar1219,2021-06-05T18:13:14Z,2021-06-05T18:13:14Z,0,2006 for gaara gaara fan
@murrayjones46,2021-06-05T07:24:04Z,2021-06-05T07:24:04Z,10,Just 27 episodes but this legend made hi legacy lord Itachi 
@duata9270,2021-06-04T13:45:23Z,2021-06-04T13:45:23Z,0,nooo how sakura ao hight fake
@madarauchihaedits834,2021-06-02T02:50:34Z,2021-06-02T02:50:34Z,0,I really like might guy He should be in top 10 
@zawarudo1161,2021-05-31T10:34:59Z,2021-05-31T10:34:59Z,0,Itachi and Naruto 11000000 votesSasuke 10999999 votesClutch
@aronsmith2688,2021-05-30T15:37:48Z,2021-05-30T15:38:02Z,0,Yahiko
@jesusvekili7260,2021-05-29T14:12:00Z,2021-05-29T14:12:00Z,0,sasuke
@uzu9376,2021-05-29T13:20:24Z,2021-05-29T13:20:24Z,1,Me cheering for Itachi neji and Obito the whole time
@zenitsu332,2021-05-28T13:59:04Z,2021-05-28T13:59:04Z,0,Sakura was at top at some point  what the hell how
@fezahan8818,2021-05-28T09:36:29Z,2021-05-28T09:36:29Z,0,Team 7 always on Top 5 in long time
@SoNaDi,2021-05-28T03:22:12Z,2021-05-28T03:22:51Z,1,Someone  Who would be the top I wonderSomeone  surely one of the main characters NarutoSomeone  SasukeSomeone  SakuraSomeone  KakashiSomeone  It has to be Jiraiya Tsunade or Orochimaru After all they are legendary sanninItachi watches from the throne  everybody trys to be the top was part of my plan
@bomdardirchi7842,2021-05-27T18:13:52Z,2021-05-27T18:13:52Z,0,Lady tsundae
@Zyrex269,2021-05-27T06:12:10Z,2021-05-27T06:12:10Z,0,wtf bro first fo  all what i tenten doing in top 5 and then most of the naruto character u showing werent even introduced iin 20022008
@alister5527,2021-05-27T01:12:39Z,2021-05-27T01:12:39Z,0,how do you lose google searches
@raisyafoytt4231,2021-05-26T12:39:44Z,2021-05-26T12:39:44Z,0,Everyone  talks about kakashi itachi and gaaraMe  where is my favourite 
@garbage4326,2021-05-25T14:32:53Z,2021-05-25T14:32:53Z,0,since when was Sasori in the original Naruto 007 MADARA  009
@madarauchiha1555,2021-05-25T09:16:09Z,2021-05-25T09:16:19Z,0,Ramen Guy doesnt even needed to be placed here
@BRUH-nd9rr,2021-05-24T18:03:56Z,2021-05-24T18:03:56Z,0,Imagine searching sakura
@Subiloop,2021-05-22T18:49:45Z,2021-05-22T18:49:45Z,0,Bruh I to search up who tf tenten was forgot bout her
@arush6778,2021-05-22T15:55:31Z,2021-05-22T15:55:31Z,0,Sakura  Tsunade at top because of RULE 34
@softypatel9937,2021-05-22T04:28:18Z,2021-05-22T04:28:18Z,0,For those who dont dislike Sakura SIMPSSSSS
@todoroki7779,2021-05-22T04:25:11Z,2021-05-22T04:25:11Z,1,sasuke and itachi
@trentflournoy4614,2021-05-20T21:46:00Z,2021-05-20T21:46:00Z,0,Bro in the 2004 there were people who were not even in the show yet
@ahmadsweed2418,2021-05-20T19:35:39Z,2021-05-20T19:35:39Z,0,Good man
@pratyushjain9660,2021-05-20T13:05:23Z,2021-05-20T13:05:23Z,0,Itachi
@KakashiHatake-oe3el,2021-05-20T09:47:29Z,2021-05-20T09:47:29Z,0,Lol bro this show is called Naruto shippuden not Itachi Itachi is second and Naruto first
@infobulls1194,2021-05-20T09:22:19Z,2021-05-20T09:22:19Z,0,I will tell my children that there was a time when gaara used be on top
@nooreazim6181,2021-05-19T17:49:21Z,2021-05-19T17:49:21Z,0,Pain should be on top
@19_eklavyadevparth57,2021-05-19T15:32:11Z,2021-05-19T15:32:11Z,0,Does tsunade that populer
@tanishanath8406,2021-05-19T03:58:06Z,2021-05-19T03:58:06Z,30,Gaara was such a good character It indeed deserved the popularity once
@mashal4826,2021-05-18T17:34:25Z,2021-05-18T17:34:25Z,0,I dont understand how kurama was soo popular during early naruto if we didnt even know his name by then until shippuden
@Kent69420,2021-05-18T12:20:24Z,2021-05-18T12:20:24Z,0,They raised as when they appeared on episodes and How the h tenten was so popular then
@user-vt9il8tt7f,2021-05-18T08:16:17Z,2021-05-18T08:16:17Z,1,Itachiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
@DefinitelyNotHidan,2021-05-17T22:31:32Z,2021-05-17T22:31:32Z,0,Zetsu made it there but why not Hidan and Kakuzu
@DefinitelyNotHidan,2021-05-17T22:20:26Z,2021-05-17T22:20:26Z,0,Do the Akatsuki please Im want to be in the competition
@aguywholikeshiscat1654,2021-05-17T20:17:50Z,2021-05-17T20:17:50Z,0,Bro the anime is named Naruto
@ankurmandal4792,2021-05-17T13:56:13Z,2021-05-17T13:56:13Z,0,Plot twist this whole video was a genjutsu but at a last we saw the truth
@alfirasalsabila5583,2021-05-17T11:46:34Z,2021-05-17T11:46:34Z,0,Tim 7 always popular
@marteramo541,2021-05-17T11:02:50Z,2021-05-17T11:02:50Z,0,Me waiting for Kakashi to reach the top
@jacksoncampbell8805,2021-05-16T23:29:07Z,2021-05-16T23:29:07Z,0,For a while it was squad seven v gaara
@rhys8765,2021-05-16T23:24:46Z,2021-05-16T23:24:46Z,0,Who tf searched for Sakura on the internet that bitch top 5 all years wtf
@paolowiser8964,2021-05-16T07:00:33Z,2021-05-16T07:00:33Z,0,Our snake biologist maintaining top 5
@SnipersAreDaBestrobloxPlayz,2021-05-16T02:02:57Z,2021-05-16T02:02:57Z,0,ten ten was in the lead for a secHAAHAHAHAHAH
@aniketgupta4407,2021-05-15T21:58:00Z,2021-05-15T21:58:00Z,0,Obito should be above sakura
@rotluanga5300,2021-05-15T15:54:48Z,2021-05-15T15:54:48Z,0,If it was not based on google search its is clearly Naruto no joke
@hariprasadk7011,2021-05-15T14:03:59Z,2021-05-15T14:08:07Z,0,i thought to be kushina at first
@maxerick2478,2021-05-15T14:03:09Z,2021-05-15T14:03:09Z,0,Im surprised that sakura didnt take a huge fall
@noxanodoano9662,2021-05-15T13:33:51Z,2021-05-15T13:33:51Z,0,Kurama in 2004 lul
@dark-san.,2021-05-15T12:49:13Z,2021-05-15T12:49:13Z,0,YESSS at the end the two characters who are tied on who is my most favorite character out of Naruto were the ones who were the top two most popular searches in this video And whats even greater is that at the end of the video thats when they were the most popular searches and stayed the most popular searches until the end
@OtakuChan007,2021-05-15T12:36:40Z,2021-05-15T12:36:40Z,14,Itachi is a guy who inspires us a lot
@AKA.NoFate,2021-05-15T10:14:37Z,2021-05-15T10:14:37Z,0,can you make most popular naruto characters and naruto shippuden until boruto
@ii_ii146,2021-05-15T01:28:32Z,2021-05-15T01:28:32Z,0,i dont care about other peoples stupid comments Pain foreva All that pain seeing all these comments forced us to grow up
@hydrowolf363,2021-05-14T20:35:50Z,2021-05-14T20:35:59Z,0,How tenten  and Sakura were up so high starts to make me think this is BS
@karasovalye5967,2021-05-14T16:34:01Z,2021-05-14T16:34:01Z,0,Ten ten nasl bu kadar nl amk
@jaiminsharma,2021-05-14T12:27:23Z,2021-05-14T12:27:23Z,0,Sakura on top
@kstwinchaster3466,2021-05-14T08:38:32Z,2021-05-14T08:38:32Z,1,Fan Fact  There no real bad guy in                          Naruto show
@syne4771,2021-05-13T07:50:57Z,2021-05-13T07:50:57Z,3,216 we all know why neji trended that month
@morein7088,2021-05-13T07:10:49Z,2021-05-13T07:10:49Z,1,Why is sakura there
@aydinnergiz7649,2021-05-13T03:32:20Z,2021-05-13T03:32:20Z,0,The whole video was just a battle between Naruto and SasukeIt always has been
@mal8359,2021-05-12T20:52:31Z,2021-05-12T20:52:31Z,0,Take a shot every time Zabuza disappears then comes back
@josiahrongmei8093,2021-05-12T19:14:03Z,2021-05-12T19:14:03Z,0,Itachi my only favourite anime character 
@M5RKO,2021-05-12T17:59:23Z,2021-05-12T17:59:23Z,0,We all know why tsunade is so much at the top
@tomloporo,2021-05-12T17:58:40Z,2021-05-12T17:58:40Z,1,me seeing sasuke have 1099999 search oh nice searching sasuke
@nikunjkhangwal,2021-05-12T13:40:06Z,2021-05-12T13:40:06Z,0,Even before watching the video I already knew its gotta be Itachi
@bufffy7954,2021-05-12T10:28:54Z,2021-05-12T10:28:54Z,0,I think the top place was always for ramen guyNot a joke we all like him
@irinaenjoyer654,2021-05-11T19:28:35Z,2021-05-11T19:28:35Z,2,That itachi got 1st place is a blessing
@akshatrai6029,2021-05-11T10:42:58Z,2021-05-11T10:43:19Z,1,Fraud listWhere is my perve sage 
@Pain09876,2021-05-11T10:39:19Z,2021-05-11T10:39:19Z,2,This world shall know pain
@twrecksit9256,2021-05-11T05:01:58Z,2021-05-11T05:02:13Z,1,WHYWHY DID YOU GAVE ME A  SPOILER I AM TALKING ABOUT OBITOTHANKS FOR SPOILING MY SHIPPUDEN
@bishmitabakshi2006,2021-05-11T00:21:19Z,2021-05-11T00:21:19Z,1,Weird how pain never topped the list  he was one hell of an opponent also Tobi Good to see Itachis heights tho and Madara 
@cineholic2493,2021-05-10T12:32:00Z,2021-05-10T12:32:00Z,0,This list is trash Exept Itachi on top
@blackrainbow6587,2021-05-09T20:04:27Z,2021-05-09T20:04:27Z,1,people will still say Itachi is underrated
@charleswhitefullbusteruchi1972,2021-05-09T18:03:11Z,2021-05-09T18:03:11Z,4,the fact that neji and shikamaru were able to maintain relevance throughout the decade even though they were side characters who barely got screentime neji especially makes me happyunrelated but they did neji dirty 
@indiacooper2884,2021-05-09T15:38:35Z,2021-05-09T15:38:35Z,0,Only simps picked Sakura and Sakura got up to 812k
@SainFlips,2021-05-09T12:02:21Z,2021-05-09T12:02:21Z,0,btw gaara has the most points ever
@Lrizz7,2021-05-09T11:26:40Z,2021-05-09T11:26:40Z,0,my little brother watching naruto and waiting for itachi dead Me 
@roroarts6872,2021-05-09T05:13:01Z,2021-05-09T05:13:01Z,0,Naruto and sasuke fighting for the number one spot
@Eyeze,2021-05-08T17:36:59Z,2021-05-08T17:36:59Z,51,Respect for our boi Itachi for staying at the TOP 10 for the whole video
@funkinyt1455,2021-05-08T15:39:54Z,2021-05-08T15:39:54Z,0,Itachi here 
@Jayyid.ziddan,2021-05-08T15:04:52Z,2021-05-08T15:04:52Z,0,Nagato the pict pain yahikos corpse
@ruchipatel7185,2021-05-08T06:19:47Z,2021-05-08T06:19:47Z,0,Gaara 
@kuldeepnayak8341,2021-05-08T03:59:23Z,2021-05-08T03:59:23Z,0,The difference between Naruto and Sasuke in the end is one search
@code_1176,2021-05-08T03:09:53Z,2021-05-08T03:10:25Z,0,i knew it
@akalikennenmessiyetapanogu2054,2021-05-07T22:40:09Z,2021-05-07T22:40:09Z,0,Sasuke Shipuuden
@Munkarooo,2021-05-07T20:35:08Z,2021-05-07T20:35:08Z,0,who knew this could be so intense
@Emmaaikawa,2021-05-07T02:40:39Z,2021-05-07T02:40:39Z,0,Me only looking at Kakashi
@SanthoshKumar-qx6hd,2021-05-06T16:31:46Z,2021-05-06T16:31:46Z,1,Rivalry continues even here 
@derpsnorlax7622,2021-05-06T14:12:01Z,2021-05-06T14:12:01Z,0,Wtf why was tenten so popular she is lame and no screen time
@moveid2922,2021-05-06T08:01:36Z,2021-05-06T08:01:36Z,0,No Hinata at all
@Haannnz,2021-05-06T02:24:48Z,2021-05-06T02:24:48Z,0,surprise how the side characters are more popular than the main character
@Luuuisp,2021-05-06T01:57:05Z,2021-05-06T01:57:05Z,0,Fucking itachi whit sida
@juane5593,2021-05-05T16:29:28Z,2021-05-05T16:29:28Z,0,itachi is god
@killua-chan4082,2021-05-05T09:26:17Z,2021-05-05T09:26:17Z,6,Itachi be like   forgive me sasuke maybe next time 
@yarrshawtysup9769,2021-05-05T04:04:14Z,2021-05-05T04:04:14Z,0,Itachi not more famoues than Sasuke Naruto and Kakashi lol
@LilTheo310,2021-05-04T16:26:56Z,2021-05-04T16:26:56Z,0,How was sasori on there in 2005
@Dreams29_,2021-05-04T13:46:21Z,2021-05-04T13:46:21Z,1,Where is hinata 
@mango-pw6gk,2021-05-03T16:25:02Z,2021-05-03T16:25:02Z,0,well maybe it was because of the got more screen time than Tenten memes
@darkstarsk2946,2021-05-03T10:50:17Z,2021-05-03T10:50:17Z,25,Naruto  Sasuke  We are Itachi Uchiha  already under my Ghenjutsu
@ayn4146,2021-05-02T20:44:28Z,2021-05-02T20:44:28Z,0,I find it funny how orochimaru and itatchi are in the middle of team 7
@Kopycior,2021-05-02T18:51:58Z,2021-05-02T18:51:58Z,0,RASENGAN
@Aminimunk,2021-05-02T18:41:51Z,2021-05-02T18:41:51Z,0,Yasss itachi
@pratyushcoder15,2021-05-02T18:23:32Z,2021-05-02T18:23:32Z,6,Tenten probably got to the top because of the memes being made on her and how much screentime she had I think thats it theres no other reason for her to be searched 
@MadaraUchihhaa,2021-05-02T14:38:43Z,2021-05-02T14:38:43Z,0,What the fuc dude how i was there during 2004 and 2008 i was not even itroduced at that time
@ognjensavkovic7643,2021-05-02T09:00:33Z,2021-05-02T09:00:33Z,0,Itachi is my favourite character
@piyushmishra2969,2021-05-02T04:09:47Z,2021-05-02T04:09:47Z,0,Where th fuck is guy
@sidharth4957,2021-05-01T16:33:12Z,2021-05-01T16:33:12Z,0,Didnt know gaara was this popular
@Serotonious,2021-05-01T14:03:13Z,2021-05-01T14:03:13Z,0,Wheres Shisui Killer B and Konan as I remember them being quite popular too I agree with the top 4 at the end but theres no way Sakura was more popular than Tsunade Jiriya and Nagato and Madara from the amount of people Ive seen that hate her lmao
@zaidawesh8403,2021-05-01T13:12:59Z,2021-05-01T13:12:59Z,0,bro the simps dont stop wtf
@storm7548,2021-05-01T07:12:45Z,2021-05-01T07:12:45Z,0,Itachi always rocks
@ninthretro,2021-04-30T22:03:47Z,2021-04-30T22:03:47Z,0,Why is jiriya so low
@misvibes3205,2021-04-30T20:06:29Z,2021-04-30T20:06:29Z,0,What Even Im not in the chart Ugh man what a draag
@tangiorno2495,2021-04-30T12:58:34Z,2021-04-30T12:58:34Z,0,rule 34 existsTsunade in the top 
@crudzz4616,2021-04-30T11:36:12Z,2021-04-30T11:36:12Z,0,Im surprised Sakura was popular she was the worst character in the show
@kratossparrow3918,2021-04-30T09:16:30Z,2021-04-30T09:16:38Z,1,Ino left the chat 
@ttbh3738,2021-04-30T06:49:16Z,2021-04-30T06:49:16Z,0,gaara was a goddamn legend for sometime and why ramen guy wasnt there
@mafiagaming8020,2021-04-30T06:01:06Z,2021-04-30T06:01:06Z,0,Whole list is fake
@sarathsasi687,2021-04-30T02:01:59Z,2021-04-30T02:01:59Z,0,I guess he made this while still using weed
@jayintp4083,2021-04-29T18:38:40Z,2021-04-29T18:38:40Z,4,M accually happy that sakura is one of the most popular characters plus being top2 for the most popular narutos waifu
@jayintp4083,2021-04-29T18:37:01Z,2021-04-29T18:37:01Z,7,The show being called Naruto Gaara meh sureSasuke excuse me m lateItachi maybe next time lovelies
@user-hk4mn3nv5r,2021-04-29T15:42:02Z,2021-04-29T15:42:02Z,0,When Kurama is most popular than main character
@tenjiku8790,2021-04-29T13:00:22Z,2021-04-29T13:00:22Z,0,Kurama be like  Am i a joke to u all
@amoghhp3133,2021-04-29T11:16:19Z,2021-04-29T11:16:19Z,0,Madara really jumped to 1
@rohitpardeshi8218,2021-04-29T09:52:00Z,2021-04-29T09:52:00Z,0,Your information is wrong 
@thebabuchak4812,2021-04-29T04:24:00Z,2021-04-29T04:24:00Z,0,Itachi be like You are still too weak sauske You lack character  
@sitishranjansahu3986,2021-04-28T17:44:57Z,2021-04-28T17:45:19Z,0,Am I the only one who was waiting for minato sensei the yellow flash
@abrarzawad6851,2021-04-28T12:02:58Z,2021-04-28T12:02:58Z,0,Sakura should be at the bottom always because thats what she deserve for being useless
@aryan9138,2021-04-28T11:51:39Z,2021-04-28T11:51:39Z,0,I thought kakashi was after naruto
@Ana-th5sn,2021-04-28T11:25:55Z,2021-04-28T11:25:55Z,1,Me surprised pichachu face while seeing sakura being top 5 almost all the time
@AmanKumar-yz5ix,2021-04-28T07:00:01Z,2021-04-28T07:00:12Z,0,World gets its full conciusness on 2020 after  itachi gets first position
@sidthesquid6818,2021-04-28T05:10:50Z,2021-04-28T05:10:50Z,1,how did sakura get 1 in 2017 smh
@jeaxx24,2021-04-27T18:28:50Z,2021-04-27T18:28:50Z,2,Guys soon kurama will be 1st 
@sauceytj5714,2021-04-27T10:12:49Z,2021-04-27T10:12:49Z,0,The boys the show we finna keep this 1st place tsunade hold my 106 cms Sakura hold my teachers 106 cms and ten ten hold my screen time its not very heavy 
@imfoive_8621,2021-04-27T06:13:37Z,2021-04-27T06:13:37Z,0,Shikamaru is so underrated
@jaipandey7142,2021-04-26T14:24:41Z,2021-04-26T14:24:41Z,0,Uchiha Clan OP
@overpoweredrider3136,2021-04-26T13:46:59Z,2021-04-26T13:46:59Z,0,Fake
@rennftredd.7036,2021-04-26T05:53:10Z,2021-04-26T05:53:10Z,0,Sasuke up and down to position 1 to 3 and also his score is only one difference with Itachi and Naruto 
@barryto1,2021-04-25T22:01:18Z,2021-04-25T22:01:18Z,0,HERMOSO ITACHI
@jackbrown9520,2021-04-24T23:37:41Z,2021-04-24T23:37:41Z,0,June of 2016 what a horrible year
@WANTED-MO,2021-04-24T21:01:05Z,2021-04-24T21:01:05Z,1,Itach The best
@thekaran9905,2021-04-24T12:30:57Z,2021-04-24T12:30:57Z,0,Alternative title war between kakashi and itachi
@susanstefan4614,2021-04-24T08:58:22Z,2021-04-24T08:58:22Z,0,Gaara was at the top for quite sometime
@nsw0545,2021-04-23T17:34:09Z,2021-04-23T17:34:09Z,0,Me encanta que Itachi gana por todos los pendejitos de 8 y 12 aos que dicen que les gusta naruto y solamente es por moda cuando en 2016 me gustaba supuestamente era una porqueria en fin la hipotenusa
@knightfury_3,2021-04-23T05:55:59Z,2021-04-23T05:55:59Z,3,158 My man Madara really showed the world he could be first if he wanted to
@ms2538,2021-04-22T18:19:57Z,2021-04-22T18:19:57Z,0,No oneMewhenever i hear sakurauseless
@lilith7086,2021-04-21T22:29:19Z,2021-04-21T22:29:19Z,0,2020 when people know  God itachi
@trikajulianingsih5666,2021-04-21T20:48:19Z,2021-04-21T20:48:19Z,0,Kurama lost his popularity so fast May be thats why he hates human
@PRINC52749,2021-04-21T18:17:45Z,2021-04-21T18:17:45Z,1,Kakashi is best
@saniathite9793,2021-04-21T09:27:25Z,2021-04-21T09:27:25Z,0,Sasuke is literally losing by 1 search He always gets too close just to lose
@ianhoyer5818,2021-04-19T19:15:23Z,2021-04-19T19:15:23Z,0,They really counting useless as sakura
@icool630,2021-04-19T15:06:04Z,2021-04-19T15:07:00Z,0,Can you do Most Loved Characters next
@cyborgrickston4264,2021-04-18T05:35:36Z,2021-04-18T05:35:36Z,11,Meanwhile itachi to sasuke You have grown up sasuke but still your too weak you lack the popularity that I have
@vskeezy4815,2021-04-17T10:12:55Z,2021-04-17T10:12:55Z,0,Im very happy Itachi the number one
@mohamedSalah-bu5me,2021-04-16T15:45:42Z,2021-04-16T15:45:42Z,0,gaara est trop fort
@taytayfresh1031,2021-04-13T20:17:49Z,2021-04-13T20:17:49Z,0,Team DEidaraaaaa
@DisgraceandUnnaturalityi-cz7tb,2021-04-13T12:51:22Z,2021-04-13T12:51:22Z,2,sakura fangirls see listiAm sO haPpY aBouT hErme confused they didnt know they search about something else
@ajzaj5357,2021-04-11T22:38:05Z,2021-04-11T22:38:05Z,0,Is it me but Kakashi no one likes him as fav character or Tobirama
@gauravjha07,2021-04-10T06:57:09Z,2021-04-10T06:57:09Z,5,Sakura almost never went out of top 3  dammm
@zekeklein4848,2021-04-10T03:19:09Z,2021-04-10T03:19:09Z,1,can we talk about how Neji never left the charts
@dalalmz7825,2021-04-09T16:37:23Z,2021-04-09T16:37:23Z,0,Sakura 
@teemocomehome,2021-04-09T10:38:51Z,2021-04-09T10:38:51Z,0,I am surprised by how tsunade has been on the top spot so many timesespecially 2013 onwards
@militiamasker,2021-04-08T20:58:29Z,2021-04-08T20:58:29Z,1,I never understood why Sasuke is so popular I mean do people just love narcissistic douchebags more than the good guys nowadays
@rajendra130,2021-04-08T03:53:45Z,2021-04-08T03:53:45Z,2,Gaara 
@bomingmingfiles1735,2021-04-07T15:20:22Z,2021-04-07T15:20:22Z,0,Gahd forgive me for thinking it was Hinata in a violet color when its actually Orochimaru
@bomingmingfiles1735,2021-04-07T15:15:51Z,2021-04-07T15:15:51Z,0,100 my baby kicking everyone out of the stair
@itachisama9572,2021-04-07T15:13:56Z,2021-04-07T15:13:56Z,0,My happy moment 428
@iamsongmama5189,2021-04-07T10:19:48Z,2021-04-07T10:19:48Z,0,So sorry Nagano
@naniza-aa,2021-04-07T06:10:35Z,2021-04-07T06:10:35Z,0,Soo Most people like Sasuke and Naruto until Itachi truth reveal BOOM hes the number 1 now
@hidancodm4659,2021-04-06T16:26:00Z,2021-04-06T16:26:00Z,1,itachi is finding sakura lovers for masacareso beawareuseless fans of useless sakura
@ayushtopper9701,2021-04-06T13:28:44Z,2021-04-06T13:28:44Z,0,ahm sasuke and naruto are fighting here too
@Alia-rp9mz,2021-04-06T06:00:09Z,2021-04-06T06:00:09Z,0,me tryna find kurama TT
@robiantal2383,2021-04-05T21:33:35Z,2021-04-05T21:33:35Z,1,Saukrapff The our country 100 that she the last  xD she is on the WORST on THE WORLDIWe very hate herKind Regards  Hunagrian people
@narutoamv714,2021-04-05T17:01:00Z,2021-04-05T17:01:00Z,0,Everyone loves itachi if he could show up in baruto and meets sasuke family it would  be so nice
@Loding-op2dz,2021-04-05T04:12:53Z,2021-04-05T04:12:53Z,0,Legend oru legend ITACHI 
@bilalarain8211,2021-04-02T18:21:52Z,2021-04-02T18:21:52Z,1,Might Guy
@dhaivatgamit3736,2021-04-01T09:42:54Z,2021-04-01T09:42:54Z,0,Why would he make the video we checked on Google by ourself
@BigGreatJ,2021-04-01T07:20:57Z,2021-04-01T07:20:57Z,0,I was hoping for itachi to cluth up the match Xd 400 
@obamabinputin3234,2021-04-01T05:34:32Z,2021-04-01T05:34:32Z,1,Why Tobi obito and madara are not in top list
@whereisjorden43,2021-03-31T15:27:30Z,2021-03-31T15:27:30Z,1,sakura I r u kidding
@arpitsrivastava3936,2021-03-31T11:20:25Z,2021-03-31T11:20:25Z,0,The show name should be changed to Sasuke Shippuden 
@anyersondavidpachecomier4144,2021-03-30T18:25:35Z,2021-03-30T18:25:35Z,0,We all love Gaara
@Ivainewest,2021-03-30T10:26:56Z,2021-03-30T10:26:56Z,0,ITACHI PROGRESS GUYS LETS TALK ABOUT IT
@lorenzopia4253,2021-03-29T21:00:06Z,2021-03-29T21:00:06Z,0,But what about rin She was so kind
@xpryyz4152,2021-03-29T18:44:40Z,2021-03-29T18:44:40Z,0,I laughed hard when sakura hit 1 million
@crazygamer-tj8qn,2021-03-29T02:17:40Z,2021-03-29T02:17:40Z,0,Is only or my favorite is rock lee
@0furious0,2021-03-28T14:00:10Z,2021-03-28T14:00:10Z,0,ACCORDING TO LOGIC Naruto on top cuz its Naruto
@easyfy8966,2021-03-28T08:46:19Z,2021-03-28T08:46:19Z,1,Fake i just googled Naruto is 1st place in 2020 and in average
@awall1952,2021-03-28T03:02:04Z,2021-03-28T03:02:04Z,0,Into
@animefan-nh7jm,2021-03-27T09:57:04Z,2021-03-27T09:57:18Z,1,How many of you just skip starting 4 minutes 
@cursed7867,2021-03-27T05:50:02Z,2021-03-27T05:50:02Z,1,Everything is fine but why the hell is sakura on list 
@user-tl3ov5jg8v,2021-03-26T01:19:18Z,2021-03-26T01:19:18Z,0,i love you sakura 
@dofi7513,2021-03-25T03:05:49Z,2021-03-25T03:05:49Z,0,woAH WHY WE GOIN SO FUCKIN FAST
@catch1ta,2021-03-23T15:21:39Z,2021-03-23T15:21:39Z,2,i think i know why sakura and tsunade are so popular
@sm_4859,2021-03-23T12:54:21Z,2021-03-23T12:54:21Z,0,Tenten was on top 
@siddhigupta5766,2021-03-23T10:06:31Z,2021-03-23T10:06:31Z,0,Naruto to Gaara at one point  Bro calm down the shows name is Naruto not Gaara
@BassMattG,2021-03-23T00:44:20Z,2021-03-23T00:44:36Z,1,How do you know the difference between people looking for Naruto the character or Naruto the anime
@TrashSpace69,2021-03-22T09:23:25Z,2021-03-22T09:23:25Z,4,Woah never thought that Sasori would get so much love even if he was just a short time in the anime
@mn-uq3fc,2021-03-22T03:57:03Z,2021-03-22T03:57:03Z,1,Gaara 
@hadiaarslan9619,2021-03-21T18:07:10Z,2021-03-21T18:07:10Z,9,I fell in love with Sasuke in a trailer and couldnt get over him 
@obsexxionmusic7629,2021-03-21T07:59:40Z,2021-03-21T07:59:40Z,1,Itachi the goat 
@BlackCastleYT,2021-03-20T15:42:35Z,2021-03-20T15:42:35Z,0,List is bullshit
@aaaaaaaaaaaaoaaaaaaaaaaaaaaaaa,2021-03-20T06:42:14Z,2021-03-20T06:42:25Z,0,Kuramadeym
@megartsquad6353,2021-03-19T11:17:33Z,2021-03-19T11:17:33Z,1,bruv whys sakura all the way up there
@shattered3512,2021-03-19T02:32:42Z,2021-03-19T02:32:42Z,2,why tf is Sakura near the top most of the video Who would search her up I mean boruto maybe but Shippuden fuck nah lmao
@scythe5817,2021-03-18T06:39:22Z,2021-03-18T06:39:22Z,0,This is fake as searches are also reducing if u look carefully and u cant undo a search and deleting it doesnt change the search count
@sixis268,2021-03-18T04:00:57Z,2021-03-18T04:00:57Z,0,So fucking fake you had madara in the top 20 back in 05 when we knew literally nothing about other than his name You snitched on yourself bruh
@meyumsanshine7208,2021-03-17T12:05:54Z,2021-03-17T12:05:54Z,0,ITACHIII
@clarifyfr,2021-03-16T20:30:28Z,2021-03-16T20:30:28Z,0,sasuke was 1 search from tieing with naruto and itachi
@paululmer6558,2021-03-16T20:03:33Z,2021-03-16T20:03:33Z,0,Where is Killer B
@Seatoe,2021-03-16T18:55:56Z,2021-03-16T18:55:56Z,0,Where are the hokages Is my boy Hashirama not popular like that
@piyushkawade6940,2021-03-16T15:52:05Z,2021-03-16T15:52:05Z,2,Sakurareally
@suyogbajracharya4186,2021-03-16T11:45:11Z,2021-03-16T11:45:11Z,1,Nice
@suyogbajracharya4186,2021-03-16T11:45:05Z,2021-03-16T11:45:05Z,1,lel
@1nnova659,2021-03-16T10:38:14Z,2021-03-16T10:38:14Z,1,People really liked Tsunade that much I mean what did she do other than rule 34 shit
