author,published_at,updated_at,like_count,text
@original.visual3323,2021-03-16T05:55:53Z,2021-03-16T05:55:53Z,0,The Uchiha clan
@original.visual3323,2021-03-16T05:48:37Z,2021-03-16T05:48:37Z,0,Saskehhh
@VK-vd8fg,2021-03-16T04:34:05Z,2021-03-16T04:34:05Z,0,Most annoying  Sakura
@lonerdxwolf5466,2021-03-16T04:02:36Z,2021-03-16T04:02:36Z,0,Itachi is my favorite character
@kyubi_9405,2021-03-16T00:09:53Z,2021-03-16T00:09:53Z,1,Sakura got popular for how hated she was
@arr6w562,2021-03-15T23:58:32Z,2021-03-15T23:58:32Z,0,Uhm excuse me I dont see IRUKA ON THAT LIST
@troll_face_248,2021-03-15T16:40:01Z,2021-03-15T16:40:01Z,0,P A I N
@theoneandonly4079,2021-03-15T14:24:05Z,2021-03-15T14:24:05Z,0,wtf tenten is literally just your average ninja how she become favorite
@brandontaylor6582,2021-03-14T20:32:27Z,2021-03-14T20:32:27Z,0,just saying nobody likes sakura
@frentufn4915,2021-03-14T17:34:40Z,2021-03-14T17:34:40Z,0,How the fuck did ten ten get at the top
@creecherchaos7544,2021-03-14T09:46:53Z,2021-03-14T09:46:53Z,0,Sasuke be like I ran out of chakra get to the top
@badasshonja1030,2021-03-14T08:31:39Z,2021-03-14T08:31:39Z,0,No disrespect to Jiraiya but how is he higher than Madara
@strangebuttrue3127,2021-03-14T05:45:54Z,2021-03-14T05:45:54Z,1,After 2010 people understood villionsmadara and itachi uchiha
@sylvesterdonker7558,2021-03-14T00:14:53Z,2021-03-14T00:14:53Z,0,How can sasori be in 2004 and stuff he wasnt in the show
@user-cf6zi8ue1p,2021-03-13T21:12:49Z,2021-03-13T21:12:49Z,0,Mini neji is like beyond the limits
@sanazkoyes9670,2021-03-13T18:51:34Z,2021-03-13T18:51:34Z,1,Everybody be searching why sakura so useless
@princezuko9204,2021-03-13T18:21:56Z,2021-03-13T18:21:56Z,0,why is zetsu in the beginning he didnt even exist in 2004
@shrekinionminion9704,2021-03-13T17:29:15Z,2021-03-13T17:29:15Z,0,Why is Hidan not here
@marz9016,2021-03-12T19:07:00Z,2021-03-12T19:07:00Z,0,when you realize naruto was made in 2007
@maphytaffy,2021-03-12T18:55:42Z,2021-03-12T18:55:42Z,1,Really nice how sasori and deidara were present a lot on this list
@lasshhman,2021-03-12T18:40:57Z,2021-03-12T18:40:57Z,0,358 Itachi Goes Gas Gas Gas
@lukelaws3545,2021-03-12T17:05:36Z,2021-03-12T17:05:36Z,0,Well I know why Tsunade was up there 
@reii2048,2021-03-12T16:30:12Z,2021-03-12T16:30:12Z,1,Just leave a little notes here before people commenting  wow sakura  Can u just like stop hating on her  shes not useful but so what  if shes not in the show i doubt it all will be like this Shes one of the character that get development and i just cant get why people didnt like her just because shes not as strong as Naruto and SasukeShe come from a normal family with no clan like Sasuke and Naruto but she still able to be Kunoichi number 1  DUDE SHE DO THAT WITH ALL OF HER TRY NOT BY HER BLOOD TALENTShes written just like the watcher  were watching them and saying shes weak but the thing is they try to write her as a RELATABLE character to our real self STOP SAYING SHE IS POPULAR CAUSE THE HENTAI  I know her because of a game from PS and since then i always like her  i know lots of my friends didnt watch Naruto but they already know about Sakura  Naruto and Sasukecomparing Sakura to a god like character  thats how you want to judge her 
@chavezsebastian,2021-03-12T15:40:16Z,2021-03-12T15:40:16Z,1,ten ten was in first for half a second
@astro1232,2021-03-12T15:30:55Z,2021-03-12T15:30:55Z,0,How was no screen time girl at the top at one point
@timondeller8319,2021-03-12T10:55:54Z,2021-03-12T10:55:54Z,0,This is a Joke right
@chirag45679,2021-03-12T09:17:08Z,2021-03-12T09:17:08Z,0,410 wtf both are same Itachi and Naruto 
@LUKI_-qb3ug,2021-03-12T08:06:51Z,2021-03-12T08:07:35Z,0,This is a fg joke XdMadara lose with Sakura Wtf I dont belive
@-441-,2021-03-12T03:06:15Z,2021-03-12T03:06:15Z,0,SAKURAAAAAA in my Soulja Boy voice
@holmescope,2021-03-12T01:06:25Z,2021-03-12T01:06:25Z,0,In 2017 she finally caught up to those two
@Ariiiii234,2021-03-11T16:34:01Z,2021-03-11T16:34:01Z,0,Wow no saba q Sakura hubiera sido tan popular
@manzana5817,2021-03-11T15:39:40Z,2021-03-11T15:39:40Z,1,014 te ten barely made it xd
@Doshka--,2021-03-11T05:53:05Z,2021-03-11T05:53:05Z,0,me searching eren yeager on the vid be like  
@philswift8144,2021-03-11T03:37:11Z,2021-03-11T03:37:11Z,0,Sakura and Hinata above Minato Ive lost faith in everyone
@xiesao,2021-03-11T02:39:19Z,2021-03-11T02:39:19Z,0,How did Sakura get to the top and stay
@nou257,2021-03-11T02:26:59Z,2021-03-11T02:26:59Z,1,i love how sasori is one of the most popular lol i thought if it was akatsuki besides itachi it would be deidara but nope we all agree sasori is hot asf
@noohal-sharafi4129,2021-03-11T01:59:26Z,2021-03-11T01:59:26Z,0,I feel like I know what people search about with tsunade and Sakura LOL
@nabhannaeem325,2021-03-11T01:02:42Z,2021-03-11T01:02:42Z,0,Madara went GAS GAS GAS
@Vera-fe9ki,2021-03-10T22:38:28Z,2021-03-10T22:38:28Z,0,I cant believe people actually like Sakura
@UkMrRed,2021-03-10T19:00:47Z,2021-03-10T19:00:47Z,0,The one dude who searched for Itachi in 2020 looking at this list
@Dhusosnwndl,2021-03-10T18:43:14Z,2021-03-10T18:43:14Z,1,I love how tenten was nummer one
@lilijakus522,2021-03-10T18:42:50Z,2021-03-10T18:42:50Z,0,Ohm yes
@vonparzival1078,2021-03-10T18:36:53Z,2021-03-10T18:36:53Z,0,Not gonna lie a lot of friends who doesnt give a fuck about anime Didnt even like anime but they certainly knew who Naruto Sasuke and Sakura was
@qui-gonjinn3752,2021-03-10T17:16:00Z,2021-03-10T17:16:00Z,0,Thats why rock lee is the best
@hazretiikadir,2021-03-10T16:45:05Z,2021-03-10T16:45:05Z,0,Always itachi 
@gogeta9049,2021-03-10T10:53:50Z,2021-03-10T10:53:50Z,0,Really BRUH naruto and itachi won bc they are both same numbers
@lyrahjane,2021-03-10T10:22:23Z,2021-03-10T10:22:23Z,0,Sorry to say but naruto is the most famous character because he is the main character if the anime naruto
@kabirrawal3457,2021-03-10T06:38:59Z,2021-03-11T15:58:46Z,0,1 59 madara  entry is same as it is in series
@yowait,2021-03-10T01:56:31Z,2021-03-10T01:56:31Z,0,I unlocked my Byakugan watching the Hyuga kids 
@ezsszfzn,2021-03-09T22:29:01Z,2021-03-09T22:29:01Z,0,Sakura was only on top bcs everyone searched for Sakura memes
@Ezeka429,2021-03-09T21:38:08Z,2021-03-09T21:38:08Z,0,Aguante pain
@Haegsum,2021-03-09T21:20:57Z,2021-03-09T21:20:57Z,1,D
@ahmetselimsivri3570,2021-03-09T20:42:59Z,2021-03-09T20:42:59Z,0,Poor Jirayia
@skchakraborty3597,2021-03-09T16:59:48Z,2021-03-09T16:59:48Z,0,Jiraiya
@deidarasenpai.4396,2021-03-09T16:51:22Z,2021-03-09T16:51:22Z,0,Uchiha supremacy 
@mysticz_,2021-03-09T12:50:58Z,2021-03-09T12:50:58Z,2,103sakura I have caught up with them now
@godgigachad7235,2021-03-09T10:26:21Z,2021-03-09T10:26:21Z,0,Me why is tenten on top  after 3 seconds ooh but why tenten
@catherinebooc7664,2021-03-09T06:47:10Z,2021-03-09T06:47:10Z,0,Me see shock when sakura got top
@blmingwlf7142,2021-03-08T23:16:38Z,2021-03-08T23:16:38Z,0,Okay this sorta surprised me
@NIGHTST4R,2021-03-08T20:10:29Z,2021-03-08T20:10:29Z,1,Brooo Hinata was never in the top 5 
@crudabc2772,2021-03-08T20:08:54Z,2021-03-08T20:08:54Z,0,Gaara holding that too spot because of chuunin exams
@NIGHTST4R,2021-03-08T20:06:56Z,2021-03-08T20:06:56Z,1,Yall disgust me manyou put Sakura above Kakashi
@lowyboi7605,2021-03-08T12:25:56Z,2021-03-08T12:25:56Z,1,Why is sasori just chillin down the list the whole vid
@jopodv5393,2021-03-08T11:49:59Z,2021-03-08T11:49:59Z,0,sakura primero JAJAJ
@gess6660,2021-03-08T11:48:27Z,2021-03-08T11:48:27Z,0,      
@simranbhardwaj4590,2021-03-08T09:23:52Z,2021-03-08T09:23:52Z,0,The showsnaruto and it was itachi who won at the last second 
@ifoot3005,2021-03-08T01:14:49Z,2021-03-08T01:14:49Z,0,I Honestly cant believe Sakura got more searches then naruto alot of times
@antocherian5459,2021-03-07T16:59:20Z,2021-03-07T16:59:20Z,0,Itachi is lub
@ASH-jh6qh,2021-03-07T09:52:23Z,2021-03-07T09:52:23Z,0,Sakura so popularuzakinnaro
@trinfamous5639,2021-03-07T05:57:40Z,2021-03-07T05:57:40Z,1,Im surprised to see Madara fluctuate so much lolAlso im pretty sure we know why Tsunade had so many google searches
@lokroza1655,2021-03-06T23:21:23Z,2021-03-06T23:21:23Z,0,Remember the time tenten Was nearly as popular as Kurama
@jiauyjiauy3777,2021-03-06T22:14:55Z,2021-03-06T22:14:55Z,0,Imagine this was all done frame by frame
@krishshah9718,2021-03-06T16:58:10Z,2021-03-06T16:58:10Z,0,Yessir Itachi
@azlaaz7881,2021-03-06T15:56:30Z,2021-03-06T15:56:30Z,1,Nowadays we love Kurama 3
@fahmidarahman1572,2021-03-06T15:09:50Z,2021-03-06T15:09:50Z,0,NARUTO GONNA WIN
@abdirahmanahmed6964,2021-03-06T14:39:16Z,2021-03-06T14:39:16Z,1,am i the only one confused on why sasori is even on the list
@tangbancanhhoa200,2021-03-06T11:30:46Z,2021-03-06T11:30:46Z,0,Deidara 
@sv4940,2021-03-06T11:27:25Z,2021-03-06T11:27:25Z,0,Kimimaro should been on here
@kurosaki1351,2021-03-06T11:09:23Z,2021-03-06T11:09:23Z,1,Kurama Was literally at the top
@simgesedef7325,2021-03-06T08:51:28Z,2021-03-06T08:51:28Z,896,Naruto and Sasuke We are the most popular characters Itachi Hold my genjutsu
@L00tzPk,2021-03-05T14:53:17Z,2021-03-05T14:53:45Z,5,027 Tenten was popular for a brief moment 
@jithersapatin3457,2021-03-05T13:47:18Z,2021-03-05T13:47:18Z,0,Ramen guy is not on the list though Sasuke and Naruto are going back and forth then gaarathere are times Sakura and Kakashi take over then kurama at the beginning and the end its tie between naruto and itachi
@skyler658,2021-03-05T13:35:57Z,2021-03-05T13:35:57Z,0,024 WTF TENTEN
@puppet2656,2021-03-05T13:02:23Z,2021-03-05T13:02:23Z,0,I KNEW THAT IN 2O2O THE FIRST WOULD BE ITACHI
@ahmetcanozkul2300,2021-03-04T23:13:23Z,2021-03-04T23:13:23Z,0,TSUKUYOM  O
@ahmetcanozkul2300,2021-03-04T23:12:07Z,2021-03-04T23:12:07Z,0,TACH TACH TACH TACH HEY HEY TACH TACH HEY  YEAH MY MAN AH YEAH KLLED THE  ALL CHARACTER  NEED TO SEE BORUTO SERES  MSS SO MUCH COMEBACKTACH
@solar_.panelelis,2021-03-04T15:46:25Z,2021-03-04T15:46:25Z,0,Bro if there was a naruto Uchilha he would be nu1
@meteorrr.,2021-03-04T15:14:31Z,2021-03-04T15:14:31Z,0,hi
@borsch_noxcho,2021-03-04T12:42:46Z,2021-03-04T12:42:46Z,0,Itachi winss
@brodycharles8716,2021-03-04T00:18:45Z,2021-03-04T00:18:45Z,0,How do people get these statistics
@jubi6044,2021-03-03T23:51:24Z,2021-03-03T23:51:24Z,0,we all know why tsunade was on here
@IIIISai,2021-03-03T21:48:29Z,2021-03-03T21:48:29Z,1,Hey to be fair some searches on Tsunade was on Incognito so it wasnt recorded on the data 
@elenashumaker9650,2021-03-03T20:37:38Z,2021-03-03T20:37:38Z,1,Any one gunna talk about how Gaara was top spot for 3 years
@themlongplays4961,2021-03-03T04:23:47Z,2021-03-03T04:23:47Z,0,Wasnt Pain first revealed in Chapter 328 which came out in 2006 How did he show up at the bottom there at 025
@uzumakiboruto9286,2021-03-02T16:56:57Z,2021-03-02T16:56:57Z,1,Kakashi and Itachi is the icon of Ninja Naruto Sasuke and Boruto is icon of Anime
@khanimegurl999,2021-03-02T16:50:58Z,2021-03-02T16:50:58Z,0,i love deidara 
@maliklidjan,2021-03-02T10:51:40Z,2021-03-02T10:51:40Z,0,Sakura are Trash
@ashutoshsingh1247,2021-03-02T09:33:21Z,2021-03-02T09:33:21Z,0,what a shitty list obito almost at the bottom
@ryomen7713,2021-03-02T05:30:58Z,2021-03-02T05:30:58Z,0,I mean if u ask someone who naruto is they probably will know where if you ask someone who gaara is they probably wont know
@simaorodrigues600,2021-03-01T12:30:14Z,2021-03-01T12:30:14Z,0,itachi at top  as he should
@vladtess7095,2021-02-28T09:24:38Z,2021-02-28T09:24:38Z,0,Itachi 1 100 000Naruto 1 100 000Sasuke 1 099 999 
@real_gamer7652,2021-02-27T19:06:10Z,2021-02-27T19:06:10Z,0,Bruh the female characters are just for H3NTAI
@real_gamer7652,2021-02-27T19:02:46Z,2021-02-27T19:03:08Z,0,Top 5 most popular naruto charactersnaruto itachi madara minato sasuke
@nn_austin2181,2021-02-27T00:45:44Z,2021-02-27T00:45:44Z,1,Itachii died decades ago but his legacy still remains
@nn_austin2181,2021-02-27T00:45:24Z,2021-02-27T00:45:24Z,0,Sasuke is mire popular than Naruto
@DBZTay,2021-02-26T22:09:31Z,2021-02-26T22:09:31Z,0,Lol sasori
@messi10hd69,2021-02-26T18:33:34Z,2021-02-26T18:33:34Z,0,Where is Pain
@messi10hd69,2021-02-26T18:31:38Z,2021-02-26T18:31:38Z,0,2017 worst year 
@messi10hd69,2021-02-26T18:25:36Z,2021-02-26T18:25:36Z,0,The best anime ever
@shresthkumar6748,2021-02-26T18:08:06Z,2021-02-26T18:08:06Z,0,Can someone tell me the time when Itachi comes I just cant find it
@captainbatman7613,2021-02-26T12:26:03Z,2021-02-26T12:26:03Z,0,Tenten was on Top 2005
@KuquiBee,2021-02-26T07:42:19Z,2021-02-26T07:42:19Z,0,Sasukeeeeeeeeeeeeeee 
@mahernesh262,2021-02-25T22:43:34Z,2021-02-25T22:43:34Z,0,Tenten  What 
@rishabhm2422,2021-02-25T21:51:31Z,2021-02-25T21:51:31Z,2,how tenten was even high in this list at all is just so confusing to me
@sekinamakombe5708,2021-02-25T19:35:08Z,2021-02-25T19:35:08Z,1,In 2017 people started getting drunk 
@clashfun1386,2021-02-25T09:28:23Z,2021-02-25T09:28:23Z,0,where is kaguya
@lucyhuang6840,2021-02-25T02:19:36Z,2021-02-25T02:19:36Z,1,Itachi is the boss surely
@android17dbs30,2021-02-24T22:23:48Z,2021-02-24T22:23:48Z,0,I dont understand the Sasori up and down
@ermuhambetcalmenov8104,2021-02-24T20:04:58Z,2021-02-24T20:04:58Z,0,Shino
@mainlux6982,2021-02-24T17:24:34Z,2021-02-24T19:56:45Z,0,my Sakura has so much haters but she is the most popular female character in Naruto  im surprising I was though it would be Hinata Anyway my characters is Sakura Hinata Tsunade and Kushina 3 my husbando is Gaara Edit and im more surprise that every one talk about Tenten had 1st not about Sakura had 1st
@louzagmi5075,2021-02-24T09:20:38Z,2021-02-24T09:20:38Z,0,Itachi kakashi and orochimaru trynaFight for handsome title
@louzagmi5075,2021-02-24T09:19:25Z,2021-02-24T09:19:25Z,0,Itachi was a real gangster
@MrGn1212,2021-02-23T23:40:05Z,2021-02-23T23:40:05Z,0,These stats and their evolution are so odd ffs
@rawanosama8542,2021-02-23T13:13:00Z,2021-02-23T13:13:00Z,0,everything was normal but everything changed when people became horny for itachi and kakashi in the last year
@user-er7ip3hq6h,2021-02-23T10:22:38Z,2021-02-23T10:22:38Z,0,Sakura and Tsunade 
@jak.3971,2021-02-23T09:57:34Z,2021-02-23T09:57:34Z,0,202102  Kurama  1000000000 search on Google
@user-qf8yk2bn9e,2021-02-23T07:55:00Z,2021-02-23T07:55:00Z,0,Akatsuki one love
@user-qf8yk2bn9e,2021-02-23T07:54:30Z,2021-02-23T07:54:30Z,0,Itachi one love
@NARUTOUZUMAKI-ow6sh,2021-02-23T00:42:25Z,2021-02-23T00:42:25Z,1,WHAT SASUKE 1 999 999 WWWWWWWWWWWWWWWWWWHHHHHHHHHHHHHHHHAAAAAAAAAAAAAAATTTTTTTTTTTTTTTTTTT
@tn.itachi3369,2021-02-22T06:49:17Z,2021-02-22T06:49:17Z,1,Yeah
@appdaddy195,2021-02-22T03:37:04Z,2021-02-22T03:37:04Z,0,2 of my favorites didnt make the list  Guren and Lady Chiyo
@sitinurfatihahbtarahman3179,2021-02-22T03:33:06Z,2021-02-22T03:33:06Z,0,2020naruto because fan Said he died2021kurama he died
@cassoufly,2021-02-21T23:08:47Z,2021-02-21T23:08:47Z,0,WHERE IS PAIN
@VML0,2021-02-21T10:55:42Z,2021-02-21T10:55:42Z,0,Top wrong in the polls from Kishimoto the rating was very different
@Priyajit_Ghosh,2021-02-21T09:40:00Z,2021-02-21T09:49:08Z,1,Is it Hentai searching results  Sakura and Tsunade always taking top position
@xGogli,2021-02-20T23:20:31Z,2021-02-20T23:20:31Z,0,How zetsu could be so popular in 200401 when nobody knew it existed yet
@stickmanpivot1000,2021-02-20T19:34:36Z,2021-02-20T19:34:36Z,0,Obito  all
@legiabaoton3137,2021-02-20T15:05:14Z,2021-02-20T15:05:14Z,0,V cool Gaara has been on top 1 for a long time V
@Sassilein93_,2021-02-20T12:24:21Z,2021-02-20T12:24:21Z,10,Sakura is my always Favourite 3
@Praby,2021-02-19T18:38:29Z,2021-02-19T18:38:29Z,0,Naruto and Sasuke be likeNaruto SASUKESasuke NARUTO
@kartikagarwal3361,2021-02-19T16:57:58Z,2021-02-19T16:58:07Z,1,No killer bee he must be there in list
@kawaii6430,2021-02-19T08:27:22Z,2021-02-19T08:27:22Z,0,2006 teen naruto naruto shippuden release 2009 thats illegal
@kamthestranger,2021-02-18T21:05:00Z,2021-02-18T21:05:00Z,0,The only reason sakura was searched a lot is because we wanted her dead wondered why she was useless and other reasons that werent because we liked her
@AlphaSmoke100,2021-02-18T09:49:18Z,2021-02-18T09:49:18Z,0,tsunade is dummy thicc
@_l_e,2021-02-18T09:17:04Z,2021-02-18T09:17:04Z,0,Madara was popular then because of tobi lol
@BOBOIBOYHALILINTAR,2021-02-18T08:58:12Z,2021-02-18T08:58:12Z,0,Zabuza   hello guys 015Zabuza I have to go guys bye017
@nanditaroy999,2021-02-18T08:05:44Z,2021-02-18T08:05:44Z,1,Everyone fighting for the first place but out of nowhere itachi got the first place
@parthsharma5979,2021-02-17T17:11:16Z,2021-02-17T17:11:16Z,0,Minato is more popular i think
@Nicasi17,2021-02-17T13:30:19Z,2021-02-17T13:30:19Z,0,what teneten its busy why its first XD
@eriglenleka8873,2021-02-17T11:55:48Z,2021-02-17T11:55:48Z,0,1KAKASHI HATAKE2OBITO UCHIHA3PAIN4NARUTO UZUMAKI5ITACHI UCHIHA6MINATO NAMIKAZE7MADARA UCHIHA8GUY9HASHIRAMA SENJU10SASUKE UCHIHA
@aminthemist,2021-02-17T11:51:52Z,2021-02-17T11:51:52Z,0,I dont believe this sakura passed Naruto
@lawliet444,2021-02-17T11:34:03Z,2021-02-17T11:34:03Z,0,350000 tenten why 
@sekimasumi4092,2021-02-17T10:46:59Z,2021-02-17T10:46:59Z,0,SAKURAHINATA
@Cowersty,2021-02-17T08:17:25Z,2021-02-17T08:17:25Z,0,Why was tenten so popular
@yagm7686,2021-02-17T05:57:45Z,2021-02-17T05:57:45Z,0,SASUKE
@ankurshrivastava6098,2021-02-16T14:21:06Z,2021-02-16T14:21:06Z,0,Who tf in is searching for sakura
@cryohexen,2021-02-16T13:26:42Z,2021-02-16T13:26:42Z,0,Orochimarusama hanging in there  noice
@messer682,2021-02-16T12:29:00Z,2021-02-16T12:29:00Z,0,Tsunade Hentai One Love
@aashishplays6,2021-02-16T04:26:58Z,2021-02-16T04:26:58Z,1,Source trust me 
@alucard.7012,2021-02-16T04:25:53Z,2021-02-16T04:25:53Z,0,Me  just vibin to the music honestly its dope
@Ripdwyd,2021-02-16T01:32:48Z,2021-02-16T01:33:48Z,0,YES I MADE IT TO THE TOP LIKE 5 SECONDS IDC
@pukhrajparashar9230,2021-02-15T21:05:36Z,2021-02-15T21:05:36Z,0,well  sad to see my guy Hashirama isnt so famous
@ameerkhan8579,2021-02-15T16:00:50Z,2021-02-15T16:00:50Z,0,Plot twist Itachi casted tsukuyomi on all of us
@khanwerewolf,2021-02-15T15:39:39Z,2021-02-15T15:40:48Z,1,Itachi  1100000Naruto  1100000Sasuke  1099999DDDDDDDDDDDD ahahahah
@maxencedbt6590,2021-02-15T15:15:16Z,2021-02-15T15:15:16Z,0,Nagato illustr par Pain
@deepnag1442,2021-02-15T14:10:00Z,2021-02-15T14:10:00Z,0,We all know why tsunade is in top 5
@GreyTackett,2021-02-15T07:46:46Z,2021-02-15T07:46:46Z,0,Its safe to say that p0rn had a huge role in these searches
@justadult3493,2021-02-15T07:25:41Z,2021-02-15T07:25:41Z,60,all of Sasori searches are mine also its incredibly that character who was minor person from Akatsuki and appeared only couple episodes is still dominating top ranks and never really fell off Hes such a great character
@yudaagung2977,2021-02-15T06:11:42Z,2021-02-15T06:11:42Z,0,itachi nagato hashirama
@minena1228,2021-02-15T05:23:35Z,2021-02-15T05:23:35Z,0,At the end Itachi and Naruto were equal and Sasuke needed just one more Damn Sasuke cmon try a little bit harder
@amazighalgerie1511,2021-02-15T01:22:37Z,2021-02-15T01:22:37Z,0,Nagato Pain 
@kinggeorgethesavage9653,2021-02-15T01:05:49Z,2021-02-15T01:05:49Z,0,I came in the comments because I was confused about tenten
@harishkannan4494,2021-02-14T18:12:15Z,2021-02-14T18:12:15Z,60,Sakura is at the top five always  Glad to know I wasnt the only one 
@user-ur5sd1yh9f,2021-02-14T16:29:52Z,2021-02-14T16:29:52Z,1,i bet all sakura searches was like why is sakura so useless
@portgasdit.acemanga6116,2021-02-14T16:04:39Z,2021-02-14T16:04:39Z,1,Itachi et kakashi les best
@hzlklk5249,2021-02-14T14:12:57Z,2021-02-14T14:12:57Z,1,Qui aime sakura  elle est nul et moche personnellement je voudrait que hinata soit 1ere
@putyiihh9592,2021-02-14T13:43:12Z,2021-02-14T13:43:12Z,0,sakura the best
@SHABAZAHMAD-ci4mv,2021-02-14T05:10:45Z,2021-02-14T05:10:45Z,0,No matter wht my favorite was Itachi from the start to the end
@informatique9188,2021-02-13T23:34:06Z,2021-02-13T23:34:06Z,1,My best two characters are  FIRST   ITACHI GOD OF GENJUTSU AND SHARINGANSECOND SASORI GOD OF PUPETS AND HAIR
@efecevirme5089,2021-02-13T18:48:39Z,2021-02-13T18:48:39Z,0,TENTEN FAVORTEXD HAHAHAHHAHHAAH
@mr.croctic5725,2021-02-13T17:02:42Z,2021-02-13T17:02:42Z,1,Wake up to reality
@temah4sh1,2021-02-13T11:33:00Z,2021-02-13T11:33:00Z,1,hoshirama the strongest ninja in the planetpopular shinobies TENTEN
@FVR_iXeery,2021-02-13T10:45:24Z,2021-02-13T10:45:24Z,0,iTachi 
@RisitasElpeito,2021-02-13T09:18:34Z,2021-02-13T09:18:34Z,0,How is there so much sharingan kid who only like kakashi itachi madara and sasuke in 2020 omg
@Said_boulaxa,2021-02-13T07:33:22Z,2021-02-13T07:33:22Z,0,I dont know why sakura is first
@ALSTE573,2021-02-13T04:03:38Z,2021-02-13T04:04:10Z,0,Best characters in naruto besides naruto himself are Garaa kakashi itachi nagito and bito neji and jiraiya
@morro2.082,2021-02-12T21:14:41Z,2021-02-12T21:14:41Z,0,Omg thanks Naruto Sasuke Madara Itachi Pain Are the best And not obito i hate him so much man He is so overhyped
@artoriasdarksoulsovich4644,2021-02-12T16:32:03Z,2021-02-12T16:32:03Z,0,Itachi got top 1 only because his 5 yo fanboys
@krash5388,2021-02-12T14:48:03Z,2021-02-12T14:48:03Z,0,Que no se supone que kakashi era el ms buscado xd
@hris431,2021-02-12T11:49:37Z,2021-02-12T11:49:37Z,0,sakura is up there only because ppl are hating on here lmao
@benkunze2264,2021-02-12T11:18:18Z,2021-02-12T11:18:18Z,0,itachi is the best character  
@Apex-xt5wx,2021-02-12T09:23:53Z,2021-02-12T09:23:53Z,0,Me at the end of videoPLEASE NOT SAKURA PLEEEEASE
@Twiggi,2021-02-12T01:07:37Z,2021-02-12T01:07:37Z,0,Funny how you can tell what is happening at each moment based on the popular characters at the top except how is Sakura constantly so high and even bigger question is how Tenten got top spot
@loukipp5469,2021-02-12T00:44:30Z,2021-02-12T00:44:30Z,0,we all know why Tsunade was 1st at a point
@ELPOORMAN,2021-02-11T20:49:46Z,2021-02-11T20:49:46Z,0,Tenten even got 5seconds of screen time in this too
@paul.mgnprvt2468,2021-02-11T18:24:28Z,2021-02-11T18:24:28Z,1,015 Zabuza  Hi guys how ya doin 
@paul.mgnprvt2468,2021-02-11T18:12:12Z,2021-02-11T18:12:12Z,0,how do you get all this informations just based on google searches  fake
@steveabraham8851,2021-02-11T13:42:03Z,2021-02-11T13:42:03Z,252,Itachi You are weak Because you lack Google Searches
@LDMscopes,2021-02-11T13:25:42Z,2021-02-11T13:25:42Z,7,Zabuza and haku will forever be 2 of my favorite characters
@watchsaikikrightnow6439,2021-02-11T11:44:00Z,2021-02-11T11:44:00Z,31,to the sakura haters it isnt 2007 anymore shes come a long way 
@watchsaikikrightnow6439,2021-02-11T11:38:10Z,2021-02-11T11:44:06Z,8,didnt expect sasori to stay relevant i mean i love him so much but i always thought he was one of the least popular akatsuki
@xRumCajsPL,2021-02-11T10:36:05Z,2021-02-11T10:36:05Z,0,where is shisui CCCCCCCCCCCCCCCCCC
@Fokusnik-od1mr,2021-02-11T08:27:17Z,2021-02-11T08:27:17Z,0,and even after the last battle naruto and sasuke compete with each other
@infinity_heaven.,2021-02-11T05:46:14Z,2021-02-11T05:46:14Z,0,ez noobs
@dilucgiovana1177,2021-02-11T02:31:57Z,2021-02-11T02:31:57Z,0,POOR SAUSKE ALL HE NEEDED WAS 1 MORE PERSON
@Nicole-ys1tu,2021-02-11T01:03:06Z,2021-02-11T01:03:06Z,0,itachi and naruto tied
@Vader_vgc,2021-02-10T21:44:15Z,2021-02-10T21:44:15Z,0,How are people searching minato before he was even introduced to the seris
@deusex7692,2021-02-10T21:39:59Z,2021-02-10T21:39:59Z,0,I just wanted my boy deidara to have some protagonism
@user-er9dz3kv3e,2021-02-10T20:42:56Z,2021-02-10T20:42:56Z,0,  
@user-ci6wc5sf6g,2021-02-10T19:54:15Z,2021-02-10T19:54:15Z,0,Tf Tenten was once at the top 
@pineconeking2526,2021-02-10T15:23:32Z,2021-02-10T15:23:32Z,6,Love how Madara is constantly sneaking up on everyone giving them a little scare
@0rxanidris0v,2021-02-10T13:11:51Z,2021-02-10T13:11:59Z,1,316 D
@nanaokan,2021-02-10T10:30:48Z,2021-02-10T10:30:48Z,0,Itachi are so popular
@bayrtsogtenkhjin7110,2021-02-10T06:37:31Z,2021-02-10T06:37:31Z,1,sakura queen
@tyson3410,2021-02-10T05:08:02Z,2021-02-10T05:08:02Z,0,itachi is my fav charecter bro hes so good
@ignacioberango,2021-02-10T01:34:26Z,2021-02-10T01:34:26Z,0,We all gentleman now why Tsunade Sakura and Hinata are so on topLets just say a different type of search
@cauaeduda6154,2021-02-09T21:20:24Z,2021-02-09T21:20:24Z,0,Nada a ver
@torpedo_fan,2021-02-09T16:51:27Z,2021-02-09T16:51:27Z,0,Zabudza one love Forever
@arnavdev3551,2021-02-09T14:46:51Z,2021-02-09T14:46:51Z,0,Boruto be like  
@manojmevada6306,2021-02-09T11:52:15Z,2021-02-09T11:52:15Z,48,ITACHI getting less screen time but most popular this shows he is the most liked character in the world of anime
@Unguidungui21,2021-02-09T10:26:45Z,2021-02-09T10:26:45Z,0,Obito is so down wtf
