"addressCity","addressState","price","statusType","statusText"
"San Pedro","CA","$877,000+","FOR_SALE","New construction"
"Los Angeles","CA","$690,000","FOR_SALE","House for sale"
"Los Angeles","CA","$649,888","FOR_SALE","House for sale"
"Los Angeles","CA","$3,450,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,585,000","FOR_SALE","Multi-family home for sale"
"San Pedro","CA","$1,150,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$759,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$599,000","FOR_SALE","House for sale"
"Los Angeles","CA","$599,000","FOR_SALE","Multi-family home for sale"
"San Pedro","CA","$639,900","FOR_SALE","Home for sale"
"Los Angeles","CA","$799,000","FOR_SALE","House for sale"
"Los Angeles","CA","$699,900","FOR_SALE","House for sale"
"Los Angeles","CA","$800,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$649,500","FOR_SALE","Multi-family home for sale"
"San Pedro","CA","$935,000","FOR_SALE","House for sale"
"Los Angeles","CA","$5,990,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$725,000","FOR_SALE","House for sale"
"Los Angeles","CA","$855,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,049,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$869,000","FOR_SALE","House for sale"
"Los Angeles","CA","$1,495,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$625,000","FOR_SALE","House for sale"
"Los Angeles","CA","$578,000","FOR_SALE","House for sale"
"San Pedro","CA","$590,000","FOR_SALE","Condo for sale"
"Los Angeles","CA","$1,499,000","FOR_SALE","House for sale"
"Los Angeles","CA","$938,888","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$848,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$689,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,550,000","FOR_SALE","House for sale"
"Los Angeles","CA","$795,000","FOR_SALE","Foreclosure"
"Los Angeles","CA","$549,000","FOR_SALE","Multi-family home for sale"
"San Pedro","CA","$939,990","FOR_SALE","New construction"
"Los Angeles","CA","$469,000","FOR_SALE","House for sale"
"Los Angeles","CA","$1,299,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$649,999","FOR_SALE","House for sale"
"Los Angeles","CA","$4,320,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$769,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$899,000","FOR_SALE","House for sale"
"Los Angeles","CA","$599,999","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$769,000","FOR_SALE","House for sale"
"Los Angeles","CA","$1,149,000","FOR_SALE","House for sale"
"Torrance","CA","$1,195,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,499,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$840,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$815,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$4,295,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$725,000","FOR_SALE","House for sale"
"Los Angeles","CA","$750,000","FOR_SALE","House for sale"
"Los Angeles","CA","$599,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$840,000","FOR_SALE","House for sale"
"Los Angeles","CA","$739,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$889,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$939,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$710,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$750,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$750,000","FOR_SALE","House for sale"
"Wilmington","CA","$1,690,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$549,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$949,000","FOR_SALE","House for sale"
"Los Angeles","CA","$685,000","FOR_SALE","House for sale"
"Los Angeles","CA","$1,124,900","FOR_SALE","House for sale"
"Los Angeles","CA","$849,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,225,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$495,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,299,000","FOR_SALE","House for sale"
"Los Angeles","CA","$599,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$499,900","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$999,999","FOR_SALE","Multi-family home for sale"
"San Pedro","CA","$850,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$685,000","FOR_SALE","House for sale"
"Los Angeles","CA","$859,000","FOR_SALE","House for sale"
"Los Angeles","CA","$829,999","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,199,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$790,000","FOR_SALE","Multi-family home for sale"
"San Pedro","CA","$899,999","FOR_SALE","House for sale"
"Los Angeles","CA","$949,000","FOR_SALE","Multi-family home for sale"
"Gardena","CA","$1,025,000","FOR_SALE","Foreclosure"
"Wilmington","CA","$669,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,249,000","FOR_SALE","House for sale"
"Los Angeles","CA","$798,000","FOR_SALE","House for sale"
"Los Angeles","CA","$900,000","FOR_SALE","House for sale"
"Los Angeles","CA","$695,000","FOR_SALE","Multi-family home for sale"
"San Pedro","CA","$649,000","FOR_SALE","Condo for sale"
"Los Angeles","CA","$1,100,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,399,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$799,999","FOR_SALE","House for sale"
"Los Angeles","CA","$959,900","FOR_SALE","House for sale"
"Torrance","CA","$2,150,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,249,000","FOR_SALE","Multi-family home for sale"
"Torrance","CA","$875,000","FOR_SALE","House for sale"
"Los Angeles","CA","$1,295,000","FOR_SALE","House for sale"
"Los Angeles","CA","$799,000","FOR_SALE","House for sale"
"Los Angeles","CA","$1,127,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,299,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$2,050,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,350,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$800,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$3,295,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$698,888","FOR_SALE","House for sale"
"Los Angeles","CA","$650,000","FOR_SALE","House for sale"
"Los Angeles","CA","$837,500","FOR_SALE","House for sale"
"Wilmington","CA","$299,000","FOR_SALE","House for sale"
"San Pedro","CA","$870,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$849,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$495,000","FOR_SALE","House for sale"
"Los Angeles","CA","$999,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$649,999","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$699,999","FOR_SALE","Multi-family home for sale"
"San Pedro","CA","$1,250,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$4,195,000","FOR_SALE","New construction"
"Los Angeles","CA","$1,500,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$550,000","FOR_SALE","House for sale"
"Los Angeles","CA","$1,100,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,295,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$650,000","FOR_SALE","House for sale"
"Los Angeles","CA","$500,000","FOR_SALE","House for sale"
"Los Angeles","CA","$849,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,500,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$919,000","FOR_SALE","House for sale"
"Los Angeles","CA","$750,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$985,000","FOR_SALE","House for sale"
"Los Angeles","CA","$1,499,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,555,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,099,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$840,000","FOR_SALE","House for sale"
"Los Angeles","CA","$630,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$925,000","FOR_SALE","House for sale"
"Los Angeles","CA","$975,000","FOR_SALE","New construction"
"San Pedro","CA","$665,000","FOR_SALE","House for sale"
"Harbor City","CA","$669,000","FOR_SALE","Condo for sale"
"San Pedro","CA","$2,150,000","FOR_SALE","New construction"
"Harbor City","CA","$625,899","FOR_SALE","Condo for sale"
"Los Angeles","CA","$799,000","FOR_SALE","House for sale"
"Los Angeles","CA","$996,777","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,150,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$777,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,000,000","FOR_SALE","House for sale"
"Los Angeles","CA","$500,000","FOR_SALE","House for sale"
"Los Angeles","CA","$625,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$879,000","FOR_SALE","House for sale"
"Los Angeles","CA","$750,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$619,000","FOR_SALE","House for sale"
"Los Angeles","CA","$1,100,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$744,999","FOR_SALE","House for sale"
"Los Angeles","CA","$1,300,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$680,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$719,900","FOR_SALE","House for sale"
"Los Angeles","CA","$599,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$799,000","FOR_SALE","House for sale"
"Torrance","CA","$1,399,999","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$849,500","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$479,000","FOR_SALE","Condo for sale"
"Los Angeles","CA","$650,000","FOR_SALE","House for sale"
"San Pedro","CA","$850,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$829,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$850,000","FOR_SALE","Multi-family home for sale"
"Harbor City","CA","$740,000","FOR_SALE","House for sale"
"San Pedro","CA","$1,361,773","FOR_SALE","New construction"
"Los Angeles","CA","$900,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$850,000","FOR_SALE","House for sale"
"Los Angeles","CA","$649,999","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$739,900","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$525,000","FOR_SALE","House for sale"
"San Pedro","CA","$1,190,000","FOR_SALE","Multi-family home for sale"
"Wilmington","CA","$680,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,799,999","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$939,888","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,299,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$675,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$649,900","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$779,999","FOR_SALE","House for sale"
"Los Angeles","CA","$1,595,950","FOR_SALE","Multi-family home for sale"
"San Pedro","CA","$579,000","FOR_SALE","House for sale"
"Los Angeles","CA","$649,950","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,990,000","FOR_SALE","House for sale"
"Los Angeles","CA","$550,000","FOR_SALE","House for sale"
"Los Angeles","CA","$999,999","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$474,900","FOR_SALE","Condo for sale"
"Los Angeles","CA","$1,699,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$2,335,000","FOR_SALE","House for sale"
"Los Angeles","CA","$725,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$799,000","FOR_SALE","House for sale"
"Los Angeles","CA","$849,900","FOR_SALE","House for sale"
"San Pedro","CA","$999,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$815,900","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$595,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$329,000","FOR_SALE","Condo for sale"
"Los Angeles","CA","$1,100,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$3,198,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,400,000","FOR_SALE","House for sale"
"San Pedro","CA","$1,100,000","FOR_SALE","House for sale"
"San Pedro","CA","$569,000","FOR_SALE","Home for sale"
"Los Angeles","CA","$649,999","FOR_SALE","House for sale"
"Los Angeles","CA","$879,000","FOR_SALE","House for sale"
"Los Angeles","CA","$550,000","FOR_SALE","House for sale"
"Los Angeles","CA","$742,000","FOR_SALE","Multi-family home for sale"
"San Pedro","CA","$1,050,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,280,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$850,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$479,800","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$1,133,888","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$675,000","FOR_SALE","Multi-family home for sale"
"San Pedro","CA","$1,295,000","FOR_SALE","House for sale"
"Los Angeles","CA","$1,200,000","FOR_SALE","House for sale"
"Wilmington","CA","$810,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$739,900","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$995,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$670,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$725,000","FOR_SALE","House for sale"
"San Pedro","CA","$1,299,999","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$545,000","FOR_SALE","Multi-family home for sale"
"San Pedro","CA","$875,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$450,000","FOR_SALE","House for sale"
"Los Angeles","CA","$400,000","FOR_SALE","Condo for sale"
"Los Angeles","CA","$649,999","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$905,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$700,000","FOR_SALE","Multi-family home for sale"
"San Pedro","CA","$2,800,000","FOR_SALE","House for sale"
"Los Angeles","CA","$675,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$599,999","FOR_SALE","House for sale"
"Los Angeles","CA","$1,400,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$990,000","FOR_SALE","Multi-family home for sale"
"Gardena","CA","$1,190,000","FOR_SALE","Multi-family home for sale"
"Northridge","CA","$1,899,000","FOR_SALE","New construction"
"Porter Ranch","CA","$1,195,000","FOR_SALE","House for sale"
"West Hills","CA","$949,000","FOR_SALE","House for sale"
"Reseda","CA","$775,000","FOR_SALE","House for sale"
"Canoga Park","CA","$369,900","FOR_SALE","Condo for sale"
"Van Nuys","CA","$938,000","FOR_SALE","House for sale"
"Van Nuys","CA","$900,000","FOR_SALE","House for sale"
"Van Nuys","CA","$449,000","FOR_SALE","Condo for sale"
"North Hollywood","CA","$890,000","FOR_SALE","House for sale"
"Panorama City","CA","$874,999","FOR_SALE","House for sale"
"North Hills","CA","$825,000","FOR_SALE","House for sale"
"Granada Hills","CA","$799,000","FOR_SALE","House for sale"
"Porter Ranch","CA","$1,149,900","FOR_SALE","House for sale"
"Porter Ranch","CA","$3,650,000","FOR_SALE","House for sale"
"Chatsworth","CA","$1,299,000","FOR_SALE","House for sale"
"Northridge","CA","$1,299,000","FOR_SALE","House for sale"
"Northridge","CA","$1,050,000","FOR_SALE","House for sale"
"Canoga Park","CA","$389,000","FOR_SALE","Condo for sale"
"Winnetka","CA","$620,000","FOR_SALE","Townhouse for sale"
"Winnetka","CA","$780,000","FOR_SALE","House for sale"
"Northridge","CA","$1,485,000","FOR_SALE","House for sale"
"Porter Ranch","CA","$1,100,000","FOR_SALE","House for sale"
"North Hollywood","CA","$925,000","FOR_SALE","House for sale"
"Sunland","CA","$149,900","FOR_SALE","Home for sale"
"Sylmar","CA","$995,000","FOR_SALE","House for sale"
"Sunland","CA","$995,000","FOR_SALE","House for sale"
"Sylmar","CA","$790,000","FOR_SALE","House for sale"
"Sylmar","CA","$799,999","FOR_SALE","House for sale"
"Sylmar","CA","$950,000","FOR_SALE","House for sale"
"Pacoima","CA","$699,995","FOR_SALE","House for sale"
"North Hollywood","CA","$1,399,000","FOR_SALE","House for sale"
"Burbank","CA","$649,000","FOR_SALE","Townhouse for sale"
"North Hollywood","CA","$669,000","FOR_SALE","Condo for sale"
"Sylmar","CA","$739,999","FOR_SALE","House for sale"
"Tujunga","CA","$2,195,000","FOR_SALE","Multi-family home for sale"
"Sun Valley","CA","$399,900","FOR_SALE","Condo for sale"
"North Hollywood","CA","$3,189,000","FOR_SALE","New construction"
"Sunland","CA","$815,000","FOR_SALE","House for sale"
"Sunland","CA","$75,000","FOR_SALE","Home for sale"
"Sunland","CA","$1,250,000","FOR_SALE","House for sale"
"Sunland","CA","$999,999","FOR_SALE","House for sale"
"North Hollywood","CA","$889,999","FOR_SALE","House for sale"
"Sun Valley","CA","$1,395,000","FOR_SALE","House for sale"
"North Hollywood","CA","$535,000","FOR_SALE","Townhouse for sale"
"Sylmar","CA","$895,000","FOR_SALE","House for sale"
"Sylmar","CA","$850,000","FOR_SALE","House for sale"
"North Hollywood","CA","$224,950","FOR_SALE","Home for sale"
"North Hollywood","CA","$214,950","FOR_SALE","Home for sale"
"North Hollywood","CA","$219,950","FOR_SALE","Home for sale"
"Sylmar","CA","$959,000","FOR_SALE","New construction"
"Tujunga","CA","$1,000,000","FOR_SALE","House for sale"
"North Hollywood","CA","$979,900","FOR_SALE","House for sale"
"Pacoima","CA","$699,000","FOR_SALE","House for sale"
"Sylmar","CA","$880,000","FOR_SALE","House for sale"
"Sun Valley","CA","$899,000","FOR_SALE","House for sale"
"Tujunga","CA","$1,495,000","FOR_SALE","House for sale"
"North Hollywood","CA","$1,150,000","FOR_SALE","House for sale"
"Pacoima","CA","$450,000","FOR_SALE","Condo for sale"
"Sunland","CA","$1,169,000","FOR_SALE","House for sale"
"Tujunga","CA","$598,888","FOR_SALE","House for sale"
"Sunland","CA","$1,200,000","FOR_SALE","House for sale"
"Tarzana","CA","$6,995,000","FOR_SALE","House for sale"
"Los Angeles","CA","$4,995,000","FOR_SALE","Condo for sale"
"Woodland Hills","CA","$899,000","FOR_SALE","House for sale"
"Los Angeles","CA","$8,100,000","FOR_SALE","Multi-family home for sale"
"Los Angeles","CA","$4,375,000","FOR_SALE","House for sale"
"Los Angeles","CA","$1,895,000","FOR_SALE","Condo for sale"
"Los Angeles","CA","$1,075,000","FOR_SALE","Townhouse for sale"
"Los Angeles","CA","$599,000","FOR_SALE","Condo for sale"
"Woodland Hills","CA","$1,999,000","FOR_SALE","House for sale"
"Los Angeles","CA","$1,699,000","FOR_SALE","Condo for sale"
"Woodland Hills","CA","$1,800,000","FOR_SALE","House for sale"
"Woodland Hills","CA","$1,179,000","FOR_SALE","House for sale"
"Encino","CA","$415,000","FOR_SALE","Condo for sale"
"Woodland Hills","CA","$1,175,000","FOR_SALE","House for sale"
"Van Nuys","CA","$859,000","FOR_SALE","Townhouse for sale"
"Sherman Oaks","CA","$849,999","FOR_SALE","Townhouse for sale"
"Los angeles","CA","$299,000","FOR_SALE","Condo for sale"
"Encino","CA","$299,000","FOR_SALE","Condo for sale"
"Encino","CA","$3,799,000","FOR_SALE","House for sale"
"Los Angeles","CA","$5,000,000","FOR_SALE","House for sale"
"Los Angeles","CA","$7,995,000","FOR_SALE","House for sale"
"Canoga Park","CA","$1,349,000","FOR_SALE","House for sale"
"Sylmar","CA","$680,000","FOR_SALE","Townhouse for sale"
"Granada Hills","CA","$599,777","FOR_SALE","Condo for sale"
"Porter Ranch","CA","$3,399,000","FOR_SALE","House for sale"
"Northridge","CA","$1,499,000","FOR_SALE","House for sale"
"Winnetka","CA","$815,000","FOR_SALE","House for sale"
"Northridge","CA","$1,435,000","FOR_SALE","House for sale"
"Canoga Park","CA","$1,249,000","FOR_SALE","House for sale"
"West Hills","CA","$824,950","FOR_SALE","House for sale"
"Canoga Park","CA","$1,200,000","FOR_SALE","House for sale"
"West Hills","CA","$1,149,000","FOR_SALE","House for sale"
"Reseda","CA","$620,000","FOR_SALE","Townhouse for sale"
"Northridge","CA","$688,000","FOR_SALE","House for sale"
"Winnetka","CA","$950,000","FOR_SALE","House for sale"
"Winnetka","CA","$1,650,000","FOR_SALE","House for sale"
"Canoga Park","CA","$899,000","FOR_SALE","House for sale"
"Northridge","CA","$874,990","FOR_SALE","House for sale"
"Northridge","CA","$724,990","FOR_SALE","House for sale"
"Van Nuys","CA","$879,000","FOR_SALE","House for sale"
"Van Nuys","CA","$659,000","FOR_SALE","Townhouse for sale"
"Sylmar","CA","$774,500","FOR_SALE","House for sale"
"Granada Hills","CA","$1,699,999","FOR_SALE","House for sale"
"Sylmar","CA","$725,000","FOR_SALE","House for sale"
"Granada Hills","CA","$1,590,000","FOR_SALE","House for sale"
"Panorama City","CA","$359,000","FOR_SALE","Condo for sale"
"Granada Hills","CA","$850,000","FOR_SALE","House for sale"
"Chatsworth","CA","$1,100,000","FOR_SALE","House for sale"
"Northridge","CA","$1,450,000","FOR_SALE","House for sale"
"Northridge","CA","$1,500,000","FOR_SALE","House for sale"
"Northridge","CA","$1,499,000","FOR_SALE","House for sale"
"Northridge","CA","$2,249,000","FOR_SALE","House for sale"
"Northridge","CA","$1,075,000","FOR_SALE","House for sale"
"Canoga Park","CA","$1,319,000","FOR_SALE","House for sale"
"Canoga Park","CA","$849,000","FOR_SALE","House for sale"
"Porter Ranch","CA","$1,524,995","FOR_SALE","House for sale"
"North Hills","CA","$689,000","FOR_SALE","House for sale"
"Reseda","CA","$1,225,000","FOR_SALE","House for sale"
"Panorama City","CA","$580,000","FOR_SALE","Townhouse for sale"
"Porter Ranch","CA","$3,300,000","FOR_SALE","New construction"
"Van Nuys","CA","$449,000","FOR_SALE","Condo for sale"
"Canoga Park","CA","$1,299,900","FOR_SALE","House for sale"
"Van Nuys","CA","$1,159,000","FOR_SALE","Multi-family home for sale"
"West Hills","CA","$1,250,000","FOR_SALE","House for sale"
"Canoga Park","CA","$220,000","FOR_SALE","Home for sale"
"Northridge","CA","$449,950","FOR_SALE","Condo for sale"
"Porter Ranch","CA","$3,595,000","FOR_SALE","House for sale"
"Canoga Park","CA","$1,560,000","FOR_SALE","House for sale"
"Granada Hills","CA","$835,000","FOR_SALE","House for sale"
"Reseda","CA","$1,325,000","FOR_SALE","House for sale"
"Reseda","CA","$1,350,000","FOR_SALE","House for sale"
"Reseda","CA","$1,150,000","FOR_SALE","House for sale"
"Canoga Park","CA","$899,999","FOR_SALE","House for sale"
"Winnetka","CA","$529,800","FOR_SALE","Condo for sale"
"Reseda","CA","$839,990","FOR_SALE","House for sale"
"Reseda","CA","$788,800","FOR_SALE","House for sale"
"Sylmar","CA","$549,000","FOR_SALE","Condo for sale"
"Sylmar","CA","$785,000","FOR_SALE","House for sale"
"Mission Hills","CA","$1,200,000","FOR_SALE","House for sale"
"San Fernando","CA","$799,000","FOR_SALE","House for sale"
"Pacoima","CA","$899,000","FOR_SALE","House for sale"
"Mission Hills","CA","$800,000","FOR_SALE","House for sale"
"Granada Hills","CA","$999,000","FOR_SALE","House for sale"
"Northridge","CA","$1,300,000","FOR_SALE","House for sale"
"Granada Hills","CA","$699,900","FOR_SALE","House for sale"
"Chatsworth","CA","$989,000","FOR_SALE","House for sale"
"Chatsworth","CA","$889,999","FOR_SALE","House for sale"
"Chatsworth","CA","$850,000","FOR_SALE","Multi-family home for sale"
"Canoga Park","CA","$1,050,000","FOR_SALE","House for sale"
"Sylmar","CA","$695,000","FOR_SALE","Townhouse for sale"
"Sylmar","CA","$359,000","FOR_SALE","Home for sale"
"West Hills","CA","$1,692,000","FOR_SALE","House for sale"
"Van Nuys","CA","$909,000","FOR_SALE","House for sale"
"Canoga Park","CA","$1,799,999","FOR_SALE","House for sale"
"Canoga Park","CA","$1,250,000","FOR_SALE","House for sale"
"Reseda","CA","$1,000,000","FOR_SALE","House for sale"
"Los Angeles","CA","$325,000","FOR_SALE","Condo for sale"
"Reseda","CA","$1,199,000","FOR_SALE","House for sale"
"Reseda","CA","$589,000","FOR_SALE","Townhouse for sale"
"Van Nuys","CA","$1,099,000","FOR_SALE","House for sale"
"Granada Hills","CA","$949,000","FOR_SALE","House for sale"
"North Hills","CA","$1,049,000","FOR_SALE","House for sale"
"North Hills","CA","$1,099,000","FOR_SALE","House for sale"
"Northridge","CA","$839,000","FOR_SALE","House for sale"
"Northridge","CA","$2,175,000","FOR_SALE","House for sale"
"Porter Ranch","CA","$1,399,000","FOR_SALE","House for sale"
"North Hollywood","CA","$1,495,000","FOR_SALE","House for sale"
"Van Nuys","CA","$1,109,000","FOR_SALE","House for sale"
"Porter Ranch","CA","$2,075,000","FOR_SALE","House for sale"
"Porter Ranch","CA","$2,498,995+","FOR_SALE","New construction"
"Reseda","CA","$780,000","FOR_SALE","House for sale"
"Winnetka","CA","$820,000","FOR_SALE","House for sale"
"Canoga Park","CA","$1,350,000","FOR_SALE","Multi-family home for sale"
"Reseda","CA","$870,000","FOR_SALE","House for sale"
"Pacoima","CA","$720,000","FOR_SALE","House for sale"
"North Hills","CA","$399,000","FOR_SALE","Townhouse for sale"
"North Hills","CA","$380,000","FOR_SALE","Condo for sale"
"Northridge","CA","$1,250,000","FOR_SALE","House for sale"
"Canoga Park","CA","$160,000","FOR_SALE","Home for sale"
"Van Nuys","CA","$5,995,000","FOR_SALE","Multi-family home for sale"
"Sylmar","CA","$300,000","FOR_SALE","Home for sale"
"Van Nuys","CA","$1,399,999","FOR_SALE","House for sale"
"Northridge","CA","$899,999","FOR_SALE","House for sale"
"Lake Balboa","CA","$975,000","FOR_SALE","House for sale"
"Sylmar","CA","$1,399,999","FOR_SALE","House for sale"
"Pacoima","CA","$596,900","FOR_SALE","House for sale"
"Northridge","CA","$1,149,000","FOR_SALE","House for sale"
"Porter Ranch","CA","$1,590,000","FOR_SALE","House for sale"
"Reseda","CA","$499,000","FOR_SALE","Condo for sale"
"Winnetka","CA","$650,000","FOR_SALE","Townhouse for sale"
"Sylmar","CA","$780,000","FOR_SALE","House for sale"
"Pacoima","CA","$759,900","FOR_SALE","House for sale"
"Granada Hills","CA","$2,874,950","FOR_SALE","House for sale"
"Canoga Park","CA","$348,000","FOR_SALE","Condo for sale"
"Porter Ranch","CA","$1,299,990","FOR_SALE","House for sale"
"Van Nuys","CA","$1,000,000","FOR_SALE","House for sale"
"Chatsworth","CA","$385,000","FOR_SALE","Home for sale"
"North Hills","CA","$716,375","FOR_SALE","New construction"
"Pacoima","CA","$1,499,000","FOR_SALE","New construction"
"Reseda","CA","$699,000","FOR_SALE","House for sale"
"Canoga Park","CA","$448,000","FOR_SALE","Condo for sale"
"Winnetka","CA","$799,000","FOR_SALE","House for sale"
"Van Nuys","CA","$438,000","FOR_SALE","Townhouse for sale"
"Sylmar","CA","$500,000","FOR_SALE","Condo for sale"
"Pacoima","CA","$870,000","FOR_SALE","Multi-family home for sale"
"Pacoima","CA","$849,999","FOR_SALE","House for sale"
"Granada Hills","CA","$839,000","FOR_SALE","House for sale"
"Chatsworth","CA","$1,299,000","FOR_SALE","House for sale"
"Chatsworth","CA","$7,999,999","FOR_SALE","House for sale"
"Northridge","CA","$899,950","FOR_SALE","House for sale"
"Northridge","CA","$828,000","FOR_SALE","Condo for sale"
